idVendedor,nomeVendedor,mes,ano,mediaVendas
9,Francisca Wen,4,2021,52.90
9,Francisca Wen,5,2021,48.74
9,Francisca Wen,6,2021,50.37
9,Francisca Wen,7,2021,49.00
9,Francisca Wen,8,2021,49.71
9,Francisca Wen,9,2021,46.24
9,Francisca Wen,10,2021,62.17
3,Frank Mahagna,0,2020,47.74
3,Frank Mahagna,1,2020,49.82
3,Frank Mahagna,2,2020,50.16
3,Frank Mahagna,3,2020,51.12
3,Frank Mahagna,4,2020,54.74
3,Frank Mahagna,5,2020,46.85
3,Frank Mahagna,6,2020,41.94
3,Frank Mahagna,7,2020,49.95
3,Frank Mahagna,8,2020,58.34
3,Frank Mahagna,9,2020,52.79
3,Frank Mahagna,10,2020,47.65
3,Frank Mahagna,11,2020,51.52
3,Frank Mahagna,0,2021,47.82
3,Frank Mahagna,1,2021,51.95
3,Frank Mahagna,2,2021,54.39
3,Frank Mahagna,3,2021,53.91
3,Frank Mahagna,4,2021,51.32
3,Frank Mahagna,5,2021,58.67
3,Frank Mahagna,6,2021,45.15
3,Frank Mahagna,7,2021,50.45
3,Frank Mahagna,8,2021,47.48
3,Frank Mahagna,9,2021,49.07
3,Frank Mahagna,10,2021,58.00
65,Fumiko De-Groot,0,2020,44.27
65,Fumiko De-Groot,1,2020,58.36
65,Fumiko De-Groot,2,2020,52.03
65,Fumiko De-Groot,3,2020,43.76
65,Fumiko De-Groot,4,2020,48.37
65,Fumiko De-Groot,5,2020,53.93
65,Fumiko De-Groot,6,2020,49.13
65,Fumiko De-Groot,7,2020,54.39
65,Fumiko De-Groot,8,2020,52.39
65,Fumiko De-Groot,9,2020,44.57
65,Fumiko De-Groot,10,2020,50.23
65,Fumiko De-Groot,11,2020,54.22
65,Fumiko De-Groot,0,2021,65.48
65,Fumiko De-Groot,1,2021,52.32
65,Fumiko De-Groot,2,2021,51.50
65,Fumiko De-Groot,3,2021,58.79
65,Fumiko De-Groot,4,2021,49.03
65,Fumiko De-Groot,5,2021,42.27
65,Fumiko De-Groot,6,2021,35.05
65,Fumiko De-Groot,7,2021,44.97
65,Fumiko De-Groot,8,2021,53.43
65,Fumiko De-Groot,9,2021,46.06
65,Fumiko De-Groot,10,2021,61.60
18,Gisela Chukwu,0,2020,57.88
18,Gisela Chukwu,1,2020,53.10
18,Gisela Chukwu,2,2020,53.78
18,Gisela Chukwu,3,2020,46.57
18,Gisela Chukwu,4,2020,46.02
18,Gisela Chukwu,5,2020,46.04
18,Gisela Chukwu,6,2020,59.93
18,Gisela Chukwu,7,2020,51.75
18,Gisela Chukwu,8,2020,50.04
18,Gisela Chukwu,9,2020,42.55
18,Gisela Chukwu,10,2020,49.13
18,Gisela Chukwu,11,2020,41.74
18,Gisela Chukwu,0,2021,50.92
18,Gisela Chukwu,1,2021,58.97
18,Gisela Chukwu,2,2021,63.83
18,Gisela Chukwu,3,2021,48.52
18,Gisela Chukwu,4,2021,51.46
18,Gisela Chukwu,5,2021,47.28
18,Gisela Chukwu,6,2021,56.48
18,Gisela Chukwu,7,2021,48.53
18,Gisela Chukwu,8,2021,59.29
18,Gisela Chukwu,9,2021,46.28
18,Gisela Chukwu,10,2021,5.00
25,Gisela Umar,0,2020,44.33
25,Gisela Umar,1,2020,51.70
25,Gisela Umar,2,2020,52.03
25,Gisela Umar,3,2020,49.76
25,Gisela Umar,4,2020,47.14
25,Gisela Umar,5,2020,49.97
25,Gisela Umar,6,2020,47.96
25,Gisela Umar,7,2020,53.97
25,Gisela Umar,8,2020,52.77
25,Gisela Umar,9,2020,52.63
25,Gisela Umar,10,2020,45.64
25,Gisela Umar,11,2020,48.46
25,Gisela Umar,0,2021,41.00
25,Gisela Umar,1,2021,57.52
25,Gisela Umar,2,2021,47.10
25,Gisela Umar,3,2021,51.52
25,Gisela Umar,4,2021,48.03
25,Gisela Umar,5,2021,52.48
25,Gisela Umar,6,2021,53.43
25,Gisela Umar,7,2021,53.35
25,Gisela Umar,8,2021,56.05
25,Gisela Umar,9,2021,52.24
25,Gisela Umar,10,2021,47.00
50,Hadiza Schmidt,0,2020,41.29
50,Hadiza Schmidt,1,2020,54.67
50,Hadiza Schmidt,2,2020,42.96
50,Hadiza Schmidt,3,2020,42.62
50,Hadiza Schmidt,4,2020,55.36
50,Hadiza Schmidt,5,2020,43.94
50,Hadiza Schmidt,6,2020,52.80
50,Hadiza Schmidt,7,2020,56.81
50,Hadiza Schmidt,8,2020,54.63
50,Hadiza Schmidt,9,2020,44.89
50,Hadiza Schmidt,10,2020,41.81
50,Hadiza Schmidt,11,2020,45.05
50,Hadiza Schmidt,0,2021,39.64
50,Hadiza Schmidt,1,2021,50.61
50,Hadiza Schmidt,2,2021,51.52
50,Hadiza Schmidt,3,2021,56.22
50,Hadiza Schmidt,4,2021,53.96
50,Hadiza Schmidt,5,2021,53.50
50,Hadiza Schmidt,6,2021,47.00
50,Hadiza Schmidt,7,2021,50.14
50,Hadiza Schmidt,8,2021,54.85
50,Hadiza Schmidt,9,2021,47.32
50,Hadiza Schmidt,10,2021,41.70
143,Heinz Lis,0,2020,55.67
143,Heinz Lis,1,2020,39.46
143,Heinz Lis,2,2020,58.73
143,Heinz Lis,3,2020,51.19
143,Heinz Lis,4,2020,48.25
143,Heinz Lis,5,2020,46.68
143,Heinz Lis,6,2020,51.38
143,Heinz Lis,7,2020,46.23
143,Heinz Lis,8,2020,52.30
143,Heinz Lis,9,2020,51.38
143,Heinz Lis,10,2020,47.96
143,Heinz Lis,11,2020,45.00
143,Heinz Lis,0,2021,54.48
143,Heinz Lis,1,2021,57.48
143,Heinz Lis,2,2021,48.05
143,Heinz Lis,3,2021,53.54
143,Heinz Lis,4,2021,58.03
143,Heinz Lis,5,2021,43.57
143,Heinz Lis,6,2021,53.68
143,Heinz Lis,7,2021,57.14
143,Heinz Lis,8,2021,47.74
143,Heinz Lis,9,2021,48.83
143,Heinz Lis,10,2021,39.38
66,Helmut Van-Beek,0,2020,52.11
66,Helmut Van-Beek,1,2020,48.57
66,Helmut Van-Beek,2,2020,41.92
66,Helmut Van-Beek,3,2020,47.05
66,Helmut Van-Beek,4,2020,48.17
66,Helmut Van-Beek,5,2020,46.31
66,Helmut Van-Beek,6,2020,48.64
66,Helmut Van-Beek,7,2020,51.03
66,Helmut Van-Beek,8,2020,46.74
66,Helmut Van-Beek,9,2020,48.06
66,Helmut Van-Beek,10,2020,54.03
66,Helmut Van-Beek,11,2020,53.79
66,Helmut Van-Beek,0,2021,47.30
66,Helmut Van-Beek,1,2021,48.37
66,Helmut Van-Beek,2,2021,43.05
66,Helmut Van-Beek,3,2021,50.91
66,Helmut Van-Beek,4,2021,48.21
66,Helmut Van-Beek,5,2021,55.23
66,Helmut Van-Beek,6,2021,47.30
66,Helmut Van-Beek,7,2021,47.31
66,Helmut Van-Beek,8,2021,54.65
66,Helmut Van-Beek,9,2021,53.30
66,Helmut Van-Beek,10,2021,42.25
15,Hiromi Egorova,0,2020,47.19
15,Hiromi Egorova,1,2020,46.39
15,Hiromi Egorova,2,2020,52.35
15,Hiromi Egorova,3,2020,45.36
15,Hiromi Egorova,4,2020,52.12
15,Hiromi Egorova,5,2020,46.12
15,Hiromi Egorova,6,2020,46.69
15,Hiromi Egorova,7,2020,57.82
15,Hiromi Egorova,8,2020,48.32
15,Hiromi Egorova,9,2020,46.38
15,Hiromi Egorova,10,2020,41.45
15,Hiromi Egorova,11,2020,58.39
15,Hiromi Egorova,0,2021,48.63
15,Hiromi Egorova,1,2021,50.78
15,Hiromi Egorova,2,2021,45.23
15,Hiromi Egorova,3,2021,50.35
15,Hiromi Egorova,4,2021,50.86
15,Hiromi Egorova,5,2021,50.25
15,Hiromi Egorova,6,2021,46.00
15,Hiromi Egorova,7,2021,55.00
15,Hiromi Egorova,8,2021,49.57
15,Hiromi Egorova,9,2021,51.81
15,Hiromi Egorova,10,2021,43.33
82,Hiroshi Morozova,0,2020,48.03
82,Hiroshi Morozova,1,2020,45.14
82,Hiroshi Morozova,2,2020,47.43
82,Hiroshi Morozova,3,2020,45.41
82,Hiroshi Morozova,4,2020,48.95
82,Hiroshi Morozova,5,2020,53.24
82,Hiroshi Morozova,6,2020,55.72
82,Hiroshi Morozova,7,2020,51.11
82,Hiroshi Morozova,8,2020,49.18
82,Hiroshi Morozova,9,2020,51.07
82,Hiroshi Morozova,10,2020,48.58
82,Hiroshi Morozova,11,2020,47.42
82,Hiroshi Morozova,0,2021,49.53
82,Hiroshi Morozova,1,2021,51.73
82,Hiroshi Morozova,2,2021,49.92
82,Hiroshi Morozova,3,2021,56.58
82,Hiroshi Morozova,4,2021,39.54
82,Hiroshi Morozova,5,2021,46.52
82,Hiroshi Morozova,6,2021,46.38
82,Hiroshi Morozova,7,2021,47.97
82,Hiroshi Morozova,8,2021,55.05
82,Hiroshi Morozova,9,2021,46.71
82,Hiroshi Morozova,10,2021,44.67
21,Hisako Iglesias,0,2020,50.73
21,Hisako Iglesias,1,2020,53.59
21,Hisako Iglesias,2,2020,50.68
21,Hisako Iglesias,3,2020,56.51
21,Hisako Iglesias,4,2020,52.28
21,Hisako Iglesias,5,2020,49.33
21,Hisako Iglesias,6,2020,48.37
21,Hisako Iglesias,7,2020,54.30
21,Hisako Iglesias,8,2020,52.75
21,Hisako Iglesias,9,2020,55.56
21,Hisako Iglesias,10,2020,40.36
21,Hisako Iglesias,11,2020,44.75
21,Hisako Iglesias,0,2021,39.93
21,Hisako Iglesias,1,2021,51.88
21,Hisako Iglesias,2,2021,50.46
21,Hisako Iglesias,3,2021,45.20
21,Hisako Iglesias,4,2021,66.47
21,Hisako Iglesias,5,2021,57.97
21,Hisako Iglesias,6,2021,51.73
21,Hisako Iglesias,7,2021,44.37
21,Hisako Iglesias,8,2021,51.04
21,Hisako Iglesias,9,2021,44.78
21,Hisako Iglesias,10,2021,48.17
142,Hong Barasa,0,2020,47.19
142,Hong Barasa,1,2020,47.24
142,Hong Barasa,2,2020,41.83
142,Hong Barasa,3,2020,47.44
142,Hong Barasa,4,2020,52.79
142,Hong Barasa,5,2020,51.90
142,Hong Barasa,6,2020,60.20
142,Hong Barasa,7,2020,49.30
142,Hong Barasa,8,2020,49.30
142,Hong Barasa,9,2020,47.12
142,Hong Barasa,10,2020,65.43
142,Hong Barasa,11,2020,45.17
142,Hong Barasa,0,2021,56.63
142,Hong Barasa,1,2021,42.48
142,Hong Barasa,2,2021,40.67
142,Hong Barasa,3,2021,50.46
142,Hong Barasa,4,2021,44.00
142,Hong Barasa,5,2021,52.65
142,Hong Barasa,6,2021,45.88
142,Hong Barasa,7,2021,49.11
142,Hong Barasa,8,2021,48.00
142,Hong Barasa,9,2021,47.63
142,Hong Barasa,10,2021,64.50
24,Horst Moreno,0,2020,56.32
24,Horst Moreno,1,2020,45.88
24,Horst Moreno,2,2020,46.18
24,Horst Moreno,3,2020,47.15
24,Horst Moreno,4,2020,63.52
24,Horst Moreno,5,2020,56.82
24,Horst Moreno,6,2020,39.67
24,Horst Moreno,7,2020,46.03
24,Horst Moreno,8,2020,40.58
24,Horst Moreno,9,2020,53.11
24,Horst Moreno,10,2020,46.33
24,Horst Moreno,11,2020,47.32
24,Horst Moreno,0,2021,48.50
24,Horst Moreno,1,2021,49.92
24,Horst Moreno,2,2021,49.43
24,Horst Moreno,3,2021,57.50
24,Horst Moreno,4,2021,52.77
24,Horst Moreno,5,2021,61.07
24,Horst Moreno,6,2021,50.52
24,Horst Moreno,7,2021,47.10
24,Horst Moreno,8,2021,41.33
24,Horst Moreno,9,2021,44.32
24,Horst Moreno,10,2021,65.17
103,Irina Maluleke,0,2020,56.20
103,Irina Maluleke,1,2020,53.78
103,Irina Maluleke,2,2020,53.59
103,Irina Maluleke,3,2020,52.26
103,Irina Maluleke,4,2020,46.55
103,Irina Maluleke,5,2020,46.53
103,Irina Maluleke,6,2020,60.58
103,Irina Maluleke,7,2020,57.06
103,Irina Maluleke,8,2020,47.73
103,Irina Maluleke,9,2020,53.67
103,Irina Maluleke,10,2020,49.57
103,Irina Maluleke,11,2020,46.38
103,Irina Maluleke,0,2021,52.32
103,Irina Maluleke,1,2021,53.41
103,Irina Maluleke,2,2021,48.74
103,Irina Maluleke,3,2021,39.07
103,Irina Maluleke,4,2021,54.41
103,Irina Maluleke,5,2021,46.97
103,Irina Maluleke,6,2021,47.23
103,Irina Maluleke,7,2021,50.89
103,Irina Maluleke,8,2021,52.12
103,Irina Maluleke,9,2021,57.77
103,Irina Maluleke,10,2021,55.33
11,Irina Okon,0,2020,47.79
11,Irina Okon,1,2020,42.63
11,Irina Okon,2,2020,53.07
11,Irina Okon,3,2020,51.24
11,Irina Okon,4,2020,55.93
11,Irina Okon,5,2020,52.70
11,Irina Okon,6,2020,50.92
11,Irina Okon,7,2020,43.22
11,Irina Okon,8,2020,47.68
11,Irina Okon,9,2020,49.35
11,Irina Okon,10,2020,47.69
11,Irina Okon,11,2020,58.64
11,Irina Okon,0,2021,58.58
11,Irina Okon,1,2021,58.27
11,Irina Okon,2,2021,53.67
11,Irina Okon,3,2021,61.30
11,Irina Okon,4,2021,47.47
11,Irina Okon,5,2021,47.11
11,Irina Okon,6,2021,50.00
11,Irina Okon,7,2021,58.46
11,Irina Okon,8,2021,60.12
11,Irina Okon,9,2021,39.58
11,Irina Okon,10,2021,49.00
110,Isa Khoza,0,2020,40.79
110,Isa Khoza,1,2020,45.59
110,Isa Khoza,2,2020,51.67
110,Isa Khoza,3,2020,52.96
110,Isa Khoza,4,2020,50.57
110,Isa Khoza,5,2020,50.86
110,Isa Khoza,6,2020,44.77
110,Isa Khoza,7,2020,46.18
110,Isa Khoza,8,2020,44.85
110,Isa Khoza,9,2020,51.15
110,Isa Khoza,10,2020,52.17
110,Isa Khoza,11,2020,45.00
110,Isa Khoza,0,2021,50.17
110,Isa Khoza,1,2021,55.23
110,Isa Khoza,2,2021,46.71
110,Isa Khoza,3,2021,46.48
110,Isa Khoza,4,2021,48.67
110,Isa Khoza,5,2021,50.94
110,Isa Khoza,6,2021,47.06
110,Isa Khoza,7,2021,45.68
110,Isa Khoza,8,2021,53.58
110,Isa Khoza,9,2021,43.26
110,Isa Khoza,10,2021,30.50
22,Isabel Sakamoto,0,2020,54.33
22,Isabel Sakamoto,1,2020,53.18
22,Isabel Sakamoto,2,2020,49.80
22,Isabel Sakamoto,3,2020,48.10
22,Isabel Sakamoto,4,2020,50.48
22,Isabel Sakamoto,5,2020,58.32
22,Isabel Sakamoto,6,2020,47.69
22,Isabel Sakamoto,7,2020,48.08
22,Isabel Sakamoto,8,2020,54.80
22,Isabel Sakamoto,9,2020,39.36
22,Isabel Sakamoto,10,2020,46.78
22,Isabel Sakamoto,11,2020,49.52
22,Isabel Sakamoto,0,2021,41.86
22,Isabel Sakamoto,1,2021,55.63
22,Isabel Sakamoto,2,2021,54.36
22,Isabel Sakamoto,3,2021,54.65
22,Isabel Sakamoto,4,2021,39.22
22,Isabel Sakamoto,5,2021,53.65
22,Isabel Sakamoto,6,2021,49.47
22,Isabel Sakamoto,7,2021,51.13
22,Isabel Sakamoto,8,2021,44.56
22,Isabel Sakamoto,9,2021,41.72
22,Isabel Sakamoto,10,2021,77.00
84,Janet Lee,0,2020,42.21
84,Janet Lee,1,2020,57.15
84,Janet Lee,2,2020,49.03
84,Janet Lee,3,2020,51.43
84,Janet Lee,4,2020,46.85
84,Janet Lee,5,2020,43.96
84,Janet Lee,6,2020,43.53
84,Janet Lee,7,2020,53.47
84,Janet Lee,8,2020,44.26
84,Janet Lee,9,2020,55.71
84,Janet Lee,10,2020,50.00
84,Janet Lee,11,2020,47.97
84,Janet Lee,0,2021,46.81
84,Janet Lee,1,2021,49.17
84,Janet Lee,2,2021,51.48
84,Janet Lee,3,2021,45.79
84,Janet Lee,4,2021,54.80
84,Janet Lee,5,2021,52.32
84,Janet Lee,6,2021,54.62
84,Janet Lee,7,2021,51.76
84,Janet Lee,8,2021,56.09
84,Janet Lee,9,2021,54.93
84,Janet Lee,10,2021,44.71
91,Janusz Young,0,2020,52.87
91,Janusz Young,1,2020,52.32
91,Janusz Young,2,2020,61.36
91,Janusz Young,3,2020,54.43
91,Janusz Young,4,2020,56.33
91,Janusz Young,5,2020,36.43
91,Janusz Young,6,2020,46.24
91,Janusz Young,7,2020,48.67
91,Janusz Young,8,2020,53.64
91,Janusz Young,9,2020,54.00
91,Janusz Young,10,2020,46.52
91,Janusz Young,11,2020,48.32
91,Janusz Young,0,2021,46.92
91,Janusz Young,1,2021,53.85
91,Janusz Young,2,2021,46.73
91,Janusz Young,3,2021,44.56
91,Janusz Young,4,2021,50.65
91,Janusz Young,5,2021,46.85
91,Janusz Young,6,2021,49.70
91,Janusz Young,7,2021,45.30
91,Janusz Young,8,2021,49.27
91,Janusz Young,9,2021,48.79
91,Janusz Young,10,2021,54.75
125,Jianguo Cruz,0,2020,51.16
125,Jianguo Cruz,1,2020,51.26
125,Jianguo Cruz,2,2020,52.48
125,Jianguo Cruz,3,2020,55.53
125,Jianguo Cruz,4,2020,52.69
125,Jianguo Cruz,5,2020,56.32
125,Jianguo Cruz,6,2020,59.28
125,Jianguo Cruz,7,2020,50.92
125,Jianguo Cruz,8,2020,55.64
125,Jianguo Cruz,9,2020,52.83
125,Jianguo Cruz,10,2020,50.18
125,Jianguo Cruz,11,2020,54.93
125,Jianguo Cruz,0,2021,54.23
125,Jianguo Cruz,1,2021,53.37
125,Jianguo Cruz,2,2021,56.69
125,Jianguo Cruz,3,2021,54.91
125,Jianguo Cruz,4,2021,55.26
125,Jianguo Cruz,5,2021,48.63
125,Jianguo Cruz,6,2021,53.74
125,Jianguo Cruz,7,2021,49.73
125,Jianguo Cruz,8,2021,56.04
125,Jianguo Cruz,9,2021,45.17
125,Jianguo Cruz,10,2021,49.00
108,Jianguo Lehmann,0,2020,60.67
108,Jianguo Lehmann,1,2020,38.87
108,Jianguo Lehmann,2,2020,57.11
108,Jianguo Lehmann,3,2020,47.52
108,Jianguo Lehmann,4,2020,43.50
108,Jianguo Lehmann,5,2020,47.89
108,Jianguo Lehmann,6,2020,47.52
108,Jianguo Lehmann,7,2020,42.86
108,Jianguo Lehmann,8,2020,48.85
108,Jianguo Lehmann,9,2020,52.57
108,Jianguo Lehmann,10,2020,47.00
108,Jianguo Lehmann,11,2020,52.06
108,Jianguo Lehmann,0,2021,47.14
108,Jianguo Lehmann,1,2021,49.52
108,Jianguo Lehmann,2,2021,46.73
108,Jianguo Lehmann,3,2021,39.26
108,Jianguo Lehmann,4,2021,52.89
108,Jianguo Lehmann,5,2021,56.48
108,Jianguo Lehmann,6,2021,40.48
108,Jianguo Lehmann,7,2021,51.07
108,Jianguo Lehmann,8,2021,51.68
108,Jianguo Lehmann,9,2021,40.82
108,Jianguo Lehmann,10,2021,58.75
54,Jianjun Coetzee,0,2020,56.64
54,Jianjun Coetzee,1,2020,50.18
54,Jianjun Coetzee,2,2020,53.53
54,Jianjun Coetzee,3,2020,57.47
54,Jianjun Coetzee,4,2020,55.47
54,Jianjun Coetzee,5,2020,50.85
54,Jianjun Coetzee,6,2020,52.54
54,Jianjun Coetzee,7,2020,49.42
54,Jianjun Coetzee,8,2020,52.97
54,Jianjun Coetzee,9,2020,56.31
54,Jianjun Coetzee,10,2020,47.61
54,Jianjun Coetzee,11,2020,52.52
54,Jianjun Coetzee,0,2021,48.30
54,Jianjun Coetzee,1,2021,45.85
54,Jianjun Coetzee,2,2021,48.63
54,Jianjun Coetzee,3,2021,58.35
54,Jianjun Coetzee,4,2021,42.23
54,Jianjun Coetzee,5,2021,61.66
54,Jianjun Coetzee,6,2021,45.31
54,Jianjun Coetzee,7,2021,56.82
54,Jianjun Coetzee,8,2021,52.32
54,Jianjun Coetzee,9,2021,44.12
54,Jianjun Coetzee,10,2021,73.00
116,Johan Sitwat,0,2020,49.72
116,Johan Sitwat,1,2020,48.08
116,Johan Sitwat,2,2020,56.69
116,Johan Sitwat,3,2020,41.83
116,Johan Sitwat,4,2020,45.55
116,Johan Sitwat,5,2020,60.75
116,Johan Sitwat,6,2020,43.10
116,Johan Sitwat,7,2020,50.95
116,Johan Sitwat,8,2020,56.03
116,Johan Sitwat,9,2020,48.54
116,Johan Sitwat,10,2020,55.13
116,Johan Sitwat,11,2020,58.44
116,Johan Sitwat,0,2021,58.65
116,Johan Sitwat,1,2021,53.44
116,Johan Sitwat,2,2021,56.40
116,Johan Sitwat,3,2021,46.76
116,Johan Sitwat,4,2021,46.90
116,Johan Sitwat,5,2021,56.36
116,Johan Sitwat,6,2021,53.77
116,Johan Sitwat,7,2021,50.00
116,Johan Sitwat,8,2021,52.45
116,Johan Sitwat,9,2021,55.50
116,Johan Sitwat,10,2021,66.00
55,Johanna Begum,0,2020,45.44
55,Johanna Begum,1,2020,46.08
55,Johanna Begum,2,2020,47.15
55,Johanna Begum,3,2020,46.25
55,Johanna Begum,4,2020,51.81
55,Johanna Begum,5,2020,58.08
55,Johanna Begum,6,2020,48.68
55,Johanna Begum,7,2020,51.48
55,Johanna Begum,8,2020,45.00
55,Johanna Begum,9,2020,54.20
55,Johanna Begum,10,2020,49.48
55,Johanna Begum,11,2020,53.28
55,Johanna Begum,0,2021,47.54
55,Johanna Begum,1,2021,41.57
55,Johanna Begum,2,2021,55.32
55,Johanna Begum,3,2021,53.46
55,Johanna Begum,4,2021,57.11
55,Johanna Begum,5,2021,60.62
55,Johanna Begum,6,2021,50.72
55,Johanna Begum,7,2021,40.61
55,Johanna Begum,8,2021,50.72
55,Johanna Begum,9,2021,48.49
55,Johanna Begum,10,2021,55.25
115,Jose Das,0,2020,51.17
115,Jose Das,1,2020,51.71
115,Jose Das,2,2020,48.72
115,Jose Das,3,2020,47.59
115,Jose Das,4,2020,57.29
115,Jose Das,5,2020,46.70
115,Jose Das,6,2020,49.90
115,Jose Das,7,2020,48.63
115,Jose Das,8,2020,51.35
115,Jose Das,9,2020,47.97
115,Jose Das,10,2020,49.90
115,Jose Das,11,2020,48.30
115,Jose Das,0,2021,50.94
115,Jose Das,1,2021,48.53
115,Jose Das,2,2021,53.07
115,Jose Das,3,2021,56.70
115,Jose Das,4,2021,49.59
115,Jose Das,5,2021,54.68
115,Jose Das,6,2021,51.64
115,Jose Das,7,2021,52.43
115,Jose Das,8,2021,48.81
115,Jose Das,9,2021,35.07
115,Jose Das,10,2021,56.00
29,Jose-Manuel Pawlak,0,2020,47.85
29,Jose-Manuel Pawlak,1,2020,52.87
29,Jose-Manuel Pawlak,2,2020,50.25
29,Jose-Manuel Pawlak,3,2020,50.64
29,Jose-Manuel Pawlak,4,2020,49.93
29,Jose-Manuel Pawlak,5,2020,41.61
29,Jose-Manuel Pawlak,6,2020,56.91
29,Jose-Manuel Pawlak,7,2020,47.93
29,Jose-Manuel Pawlak,8,2020,58.13
29,Jose-Manuel Pawlak,9,2020,46.03
29,Jose-Manuel Pawlak,10,2020,57.61
29,Jose-Manuel Pawlak,11,2020,52.95
29,Jose-Manuel Pawlak,0,2021,51.67
29,Jose-Manuel Pawlak,1,2021,49.80
29,Jose-Manuel Pawlak,2,2021,51.29
29,Jose-Manuel Pawlak,3,2021,56.05
29,Jose-Manuel Pawlak,4,2021,58.08
29,Jose-Manuel Pawlak,5,2021,48.69
29,Jose-Manuel Pawlak,6,2021,51.13
29,Jose-Manuel Pawlak,7,2021,50.12
29,Jose-Manuel Pawlak,8,2021,44.18
29,Jose-Manuel Pawlak,9,2021,45.25
29,Jose-Manuel Pawlak,10,2021,96.00
5,Joyce Baker,0,2020,50.10
5,Joyce Baker,1,2020,50.77
5,Joyce Baker,2,2020,41.33
5,Joyce Baker,3,2020,42.90
5,Joyce Baker,4,2020,49.42
5,Joyce Baker,5,2020,51.18
5,Joyce Baker,6,2020,49.25
5,Joyce Baker,7,2020,48.14
5,Joyce Baker,8,2020,55.63
5,Joyce Baker,9,2020,47.43
5,Joyce Baker,10,2020,43.71
5,Joyce Baker,11,2020,51.04
5,Joyce Baker,0,2021,40.60
5,Joyce Baker,1,2021,49.88
5,Joyce Baker,2,2021,61.04
5,Joyce Baker,3,2021,52.80
5,Joyce Baker,4,2021,56.97
5,Joyce Baker,5,2021,46.78
5,Joyce Baker,6,2021,40.00
5,Joyce Baker,7,2021,42.00
5,Joyce Baker,8,2021,56.31
5,Joyce Baker,9,2021,58.92
5,Joyce Baker,10,2021,47.22
73,Joyce Chmielewski,0,2020,56.76
73,Joyce Chmielewski,1,2020,54.05
73,Joyce Chmielewski,2,2020,52.28
73,Joyce Chmielewski,3,2020,54.33
73,Joyce Chmielewski,4,2020,47.82
73,Joyce Chmielewski,5,2020,44.68
73,Joyce Chmielewski,6,2020,51.38
73,Joyce Chmielewski,7,2020,41.42
73,Joyce Chmielewski,8,2020,37.40
73,Joyce Chmielewski,9,2020,50.12
73,Joyce Chmielewski,10,2020,55.94
73,Joyce Chmielewski,11,2020,51.46
73,Joyce Chmielewski,0,2021,44.66
73,Joyce Chmielewski,1,2021,42.67
73,Joyce Chmielewski,2,2021,50.17
73,Joyce Chmielewski,3,2021,57.32
73,Joyce Chmielewski,4,2021,53.92
73,Joyce Chmielewski,5,2021,45.03
73,Joyce Chmielewski,6,2021,53.03
73,Joyce Chmielewski,7,2021,41.03
73,Joyce Chmielewski,8,2021,49.74
73,Joyce Chmielewski,9,2021,57.00
73,Joyce Chmielewski,10,2021,31.50
74,Joyce Mahato,0,2020,52.72
74,Joyce Mahato,1,2020,56.89
74,Joyce Mahato,2,2020,43.83
74,Joyce Mahato,3,2020,39.29
74,Joyce Mahato,4,2020,48.43
74,Joyce Mahato,5,2020,49.97
74,Joyce Mahato,6,2020,57.68
74,Joyce Mahato,7,2020,53.32
74,Joyce Mahato,8,2020,48.92
74,Joyce Mahato,9,2020,45.82
74,Joyce Mahato,10,2020,60.21
74,Joyce Mahato,11,2020,47.06
74,Joyce Mahato,0,2021,54.27
74,Joyce Mahato,1,2021,44.17
74,Joyce Mahato,2,2021,50.59
74,Joyce Mahato,3,2021,41.60
74,Joyce Mahato,4,2021,62.07
74,Joyce Mahato,5,2021,48.64
74,Joyce Mahato,6,2021,51.11
74,Joyce Mahato,7,2021,50.17
74,Joyce Mahato,8,2021,40.71
74,Joyce Mahato,9,2021,52.45
74,Joyce Mahato,10,2021,59.00
58,Justyna Nikolaev,0,2020,42.12
58,Justyna Nikolaev,1,2020,41.15
58,Justyna Nikolaev,2,2020,54.86
58,Justyna Nikolaev,3,2020,43.23
58,Justyna Nikolaev,4,2020,52.41
58,Justyna Nikolaev,5,2020,39.04
58,Justyna Nikolaev,6,2020,46.79
58,Justyna Nikolaev,7,2020,53.56
58,Justyna Nikolaev,8,2020,45.90
58,Justyna Nikolaev,9,2020,43.96
58,Justyna Nikolaev,10,2020,53.19
58,Justyna Nikolaev,11,2020,40.00
58,Justyna Nikolaev,0,2021,51.61
58,Justyna Nikolaev,1,2021,47.38
58,Justyna Nikolaev,2,2021,51.92
58,Justyna Nikolaev,3,2021,49.32
58,Justyna Nikolaev,4,2021,46.50
58,Justyna Nikolaev,5,2021,58.37
58,Justyna Nikolaev,6,2021,54.17
58,Justyna Nikolaev,7,2021,46.97
58,Justyna Nikolaev,8,2021,53.16
58,Justyna Nikolaev,9,2021,57.93
58,Justyna Nikolaev,10,2021,47.83
92,Karen Ali,0,2020,40.13
92,Karen Ali,1,2020,52.91
92,Karen Ali,2,2020,57.15
92,Karen Ali,3,2020,53.73
92,Karen Ali,4,2020,48.08
92,Karen Ali,5,2020,55.18
92,Karen Ali,6,2020,50.88
92,Karen Ali,7,2020,51.35
92,Karen Ali,8,2020,50.29
92,Karen Ali,9,2020,53.04
92,Karen Ali,10,2020,46.18
92,Karen Ali,11,2020,48.32
92,Karen Ali,0,2021,53.06
