idCliente,Nome,NumPedidos
284,Samran Du-Plessis,3874
462,Ning Ono,3870
567,Masako Krause,3853
96,Noam Alonso,3852
845,Jesus Esteban,3830
476,Jean Buthelezi,3815
818,Juan Bjarnason,3814
902,Cheng Suzuki,3798
686,Denis Smirnova,3777
579,Haim Elbaz,3747
557,Adam Oakley,3742
165,Robert Saito,3684
299,Prasit Gomez,3648
479,Evgeniy Okada,3642
590,Barbara Mondal,3617
507,Ester Richardson,3582
628,Abdul Coetzee,3564
131,Sombun Torres,3555
879,Meiyr Haruna,3078
1000,Masao Akpan,2459
1,Carmen Mkhize,2371
